Entry	Reviewed	Gene Names	Proteomes	Gene Ontology (cellular component)
Q9H5N1	reviewed	RABEP2 RABPT5B	UP000005640: Chromosome 16	centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; early endosome [GO:0005769]; intracellular membrane-bounded organelle [GO:0043231]
Q9H5P4	reviewed	PDZD7 PDZK7	UP000005640: Chromosome 10	cilium [GO:0005929]; extracellular space [GO:0005615]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; stereocilia ankle link [GO:0002141]; stereocilia ankle link complex [GO:0002142]; stereocilium [GO:0032420]; stereocilium tip [GO:0032426]; USH2 complex [GO:1990696]
Q9H5Q4	reviewed	TFB2M NS5ATP5	UP000005640: Chromosome 1	mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]
Q9H5U6	reviewed	ZCCHC4	UP000005640: Chromosome 4	cytoplasm [GO:0005737]; nucleolus [GO:0005730]
Q9H5V7	reviewed	IKZF5 ZNFN1A5	UP000005640: Chromosome 10	nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q9H5V8	reviewed	CDCP1 TRASK UNQ2486/PRO5773	UP000005640: Chromosome 3	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
Q9H5V9	reviewed	STEEP1 CXorf56	UP000005640: Chromosome X	cell body [GO:0044297]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H5X1	reviewed	CIAO2A CIA2A FAM96A	UP000005640: Chromosome 15	CIA complex [GO:0097361]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q9H5Y7	reviewed	SLITRK6	UP000005640: Chromosome 13	cell surface [GO:0009986]; plasma membrane [GO:0005886]
Q9H5Z1	reviewed	DHX35 C20orf15 DDX35	UP000005640: Chromosome 20	catalytic step 2 spliceosome [GO:0071013]; nucleoplasm [GO:0005654]
Q9H5Z6	reviewed	FAM124B	UP000005640: Chromosome 2	mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
Q9H611	reviewed	PIF1 C15orf20	UP000005640: Chromosome 15	chromosome, telomeric region [GO:0000781]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; replication fork [GO:0005657]
Q9H633	reviewed	RPP21 C6orf135 CAT60	UP000005640: Chromosome 6	multimeric ribonuclease P complex [GO:0030681]; nucleolar ribonuclease P complex [GO:0005655]; nucleoplasm [GO:0005654]
Q9H649	reviewed	NSUN3 MSTP077 UG0651E06	UP000005640: Chromosome 3	mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9H668	reviewed	STN1 OBFC1	UP000005640: Chromosome 10	chromosome, telomeric region [GO:0000781]; CST complex [GO:1990879]; fibrillar center [GO:0001650]; intermediate filament cytoskeleton [GO:0045111]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H672	reviewed	ASB7	UP000005640: Chromosome 15	cytosol [GO:0005829]
Q9H694	reviewed	BICC1	UP000005640: Chromosome 10	cytoplasm [GO:0005737]
Q9H6B4	reviewed	CLMP ACAM ASAM UNQ318/PRO363	UP000005640: Chromosome 11	bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; cytoplasmic microtubule [GO:0005881]; plasma membrane [GO:0005886]
Q9H6B9	reviewed	EPHX3 ABHD9	UP000005640: Chromosome 19	endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
Q9H6D3	reviewed	XKR8 XRG8	UP000005640: Chromosome 1	perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q9H6D7	reviewed	HAUS4 C14orf94	UP000005640: Chromosome 14	centrosome [GO:0005813]; cytosol [GO:0005829]; HAUS complex [GO:0070652]; mitotic spindle microtubule [GO:1990498]
Q9H6E4	reviewed	CCDC134	UP000005640: Chromosome 22	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleus [GO:0005634]
Q9H6E5	reviewed	TUT1 RBM21	UP000005640: Chromosome 11	cytosol [GO:0005829]; mitochondrion [GO:0005739]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q9H6H4	reviewed	REEP4 C8orf20 PP432	UP000005640: Chromosome 8	cytoplasmic microtubule [GO:0005881]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]
Q9H6I2	reviewed	SOX17	UP000005640: Chromosome 8	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]
Q9H6J7	reviewed	CSTPP1 C11orf49	UP000005640: Chromosome 11	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; microtubule [GO:0005874]
Q9H6K1	reviewed	ILRUN C6orf106	UP000005640: Chromosome 6	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]
Q9H6L2	reviewed	TMEM231 UNQ870/PRO1886	UP000005640: Chromosome 16	ciliary membrane [GO:0060170]; ciliary transition zone [GO:0035869]; MKS complex [GO:0036038]
Q9H6L4	reviewed	ARMC7	UP000005640: Chromosome 17	spliceosomal complex [GO:0005681]
Q9H6L5	reviewed	RETREG1 FAM134B JK1	UP000005640: Chromosome 5	cis-Golgi network [GO:0005801]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; nuclear body [GO:0016604]; nucleolus [GO:0005730]
Q9H6P5	reviewed	TASP1 C20orf13	UP000005640: Chromosome 20	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q9H6Q3	reviewed	SLA2 C20orf156 SLAP2	UP000005640: Chromosome 20	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; nucleoplasm [GO:0005654]; phosphatidylinositol 3-kinase complex [GO:0005942]; plasma membrane [GO:0005886]
Q9H6Q4	reviewed	CIAO3 NARFL PRN	UP000005640: Chromosome 16	CIA complex [GO:0097361]
Q9H6R0	reviewed	DHX33 DDX33	UP000005640: Chromosome 17	cytoplasm [GO:0005737]; NLRP3 inflammasome complex [GO:0072559]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H6R3	reviewed	ACSS3	UP000005640: Chromosome 12	intracellular membrane-bounded organelle [GO:0043231]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9H6R4	reviewed	NOL6	UP000005640: Chromosome 9	condensed nuclear chromosome [GO:0000794]; CURI complex [GO:0032545]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; UTP-C complex [GO:0034456]
Q9H6R6	reviewed	ZDHHC6 ZNF376	UP000005640: Chromosome 10	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]
Q9H6R7	reviewed	WDCP C2orf44 PP384	UP000005640: Chromosome 2	
Q9H6S0	reviewed	YTHDC2	UP000005640: Chromosome 5	endoplasmic reticulum [GO:0005783]; perinuclear region of cytoplasm [GO:0048471]; ribonucleoprotein granule [GO:0035770]
Q9H6S1	reviewed	AZI2 NAP1 TBKBP2	UP000005640: Chromosome 3	cytoplasm [GO:0005737]; serine/threonine protein kinase complex [GO:1902554]
Q9H6S3	reviewed	EPS8L2 EPS8R2 PP13181	UP000005640: Chromosome 11	centrosome [GO:0005813]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ruffle membrane [GO:0032587]; stereocilium bundle [GO:0032421]; stereocilium tip [GO:0032426]; vesicle [GO:0031982]
Q9H6T0	reviewed	ESRP2 RBM35B PP7059	UP000005640: Chromosome 16	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q9H6T3	reviewed	RPAP3	UP000005640: Chromosome 12	cytosol [GO:0005829]; protein folding chaperone complex [GO:0101031]; R2TP complex [GO:0097255]; RPAP3/R2TP/prefoldin-like complex [GO:1990062]
Q9H6U6	reviewed	BCAS3	UP000005640: Chromosome 17	cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; cytoplasmic microtubule [GO:0005881]; euchromatin [GO:0000791]; intermediate filament cytoskeleton [GO:0045111]; nucleus [GO:0005634]; phagophore assembly site [GO:0000407]
Q9H6U8	reviewed	ALG9 DIBD1	UP000005640: Chromosome 11	endoplasmic reticulum membrane [GO:0005789]; lumenal side of endoplasmic reticulum membrane [GO:0098553]; membrane [GO:0016020]
Q9H6V9	reviewed	LDAH C2orf43	UP000005640: Chromosome 2	endoplasmic reticulum [GO:0005783]; lipid droplet [GO:0005811]
Q9H6W3	reviewed	RIOX1 C14orf169 MAPJD NO66	UP000005640: Chromosome 14	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H6X2	reviewed	ANTXR1 ATR TEM8	UP000005640: Chromosome 2	cell surface [GO:0009986]; endosome membrane [GO:0010008]; external side of plasma membrane [GO:0009897]; filopodium membrane [GO:0031527]; lamellipodium membrane [GO:0031258]; plasma membrane [GO:0005886]
Q9H6Y7	reviewed	RNF167 RING105 LP2254	UP000005640: Chromosome 17	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endolysosome membrane [GO:0036020]; endosome [GO:0005768]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]
Q9H6Z4	reviewed	RANBP3	UP000005640: Chromosome 19	cytoplasm [GO:0005737]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H6Z9	reviewed	EGLN3	UP000005640: Chromosome 14	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H706	reviewed	GAREM1 C18orf11 FAM59A GAREM	UP000005640: Chromosome 18	plasma membrane [GO:0005886]
Q9H707	reviewed	ZNF552	UP000005640: Chromosome 19	nucleus [GO:0005634]
Q9H714	reviewed	RUBCNL C13orf18 KIAA0226L	UP000005640: Chromosome 13	autophagosome membrane [GO:0000421]; cytoplasmic vesicle [GO:0031410]; intracellular membrane-bounded organelle [GO:0043231]
Q9H741	reviewed	SPRING1 C12orf49 SPRING	UP000005640: Chromosome 12	Golgi membrane [GO:0000139]
Q9H772	reviewed	GREM2 CKTSF1B2 DAND3 PRDC	UP000005640: Chromosome 1	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q9H773	reviewed	DCTPP1 XTP3TPA CDA03	UP000005640: Chromosome 16	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H777	reviewed	ELAC1 D29	UP000005640: Chromosome 18	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H788	reviewed	SH2D4A PPP1R38 SH2A	UP000005640: Chromosome 8	cytoplasm [GO:0005737]; cytosol [GO:0005829]
Q9H790	reviewed	EXO5 C1orf176 DEM1	UP000005640: Chromosome 1	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H792	reviewed	PEAK1 KIAA2002	UP000005640: Chromosome 15	actin cytoskeleton [GO:0015629]; cytosol [GO:0005829]; focal adhesion [GO:0005925]
Q9H799	reviewed	CPLANE1 C5orf42 JBTS17	UP000005640: Chromosome 5	ciliary transition zone [GO:0035869]; membrane [GO:0016020]
Q9H7B2	reviewed	RPF2 BXDC1	UP000005640: Chromosome 6	chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
Q9H7B4	reviewed	SMYD3 ZMYND1 ZNFN3A1	UP000005640: Chromosome 1	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H7C4	reviewed	SYNC SYNC1	UP000005640: Chromosome 1	cytosol [GO:0005829]; intermediate filament [GO:0005882]; neuromuscular junction [GO:0031594]; perinuclear region of cytoplasm [GO:0048471]; sarcolemma [GO:0042383]; Z disc [GO:0030018]
Q9H7D0	reviewed	DOCK5	UP000005640: Chromosome 8	anchoring junction [GO:0070161]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; podosome [GO:0002102]
Q9H7D7	reviewed	WDR26 CDW2 MIP2 PRO0852	UP000005640: Chromosome 1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; GID complex [GO:0034657]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9H7E2	reviewed	TDRD3	UP000005640: Chromosome 13	cytosol [GO:0005829]; DNA topoisomerase III-beta-TDRD3 complex [GO:0140225]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H7E9	reviewed	C8orf33	UP000005640: Chromosome 8	
Q9H7F0	reviewed	ATP13A3 AFURS1	UP000005640: Chromosome 3	early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; membrane [GO:0016020]; recycling endosome membrane [GO:0055038]
Q9H7H0	reviewed	METTL17 METT11D1	UP000005640: Chromosome 14	mitochondrial matrix [GO:0005759]; nucleoplasm [GO:0005654]
Q9H7L9	reviewed	SUDS3 SAP45 SDS3	UP000005640: Chromosome 12	cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Sin3-type complex [GO:0070822]
Q9H7M9	reviewed	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412	UP000005640: Chromosome 10	plasma membrane [GO:0005886]
Q9H7N4	reviewed	SCAF1 SFRS19 SRA1	UP000005640: Chromosome 19	nucleus [GO:0005634]
Q9H7P6	reviewed	MVB12B C9orf28 FAM125B	UP000005640: Chromosome 9	cytosol [GO:0005829]; early endosome [GO:0005769]; endosome membrane [GO:0010008]; ESCRT I complex [GO:0000813]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
Q9H7P9	reviewed	PLEKHG2	UP000005640: Chromosome 19	cytosol [GO:0005829]
Q9H7S9	reviewed	ZNF703 ZEPPO1 ZPO1	UP000005640: Chromosome 8	cytoplasm [GO:0005737]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q9H7T9	reviewed	AUNIP C1orf135	UP000005640: Chromosome 1	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; site of DNA damage [GO:0090734]; spindle pole [GO:0000922]
Q9H7V2	reviewed	SYNDIG1 C20orf39 TMEM90B	UP000005640: Chromosome 20	cell body [GO:0044297]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; early endosome membrane [GO:0031901]; excitatory synapse [GO:0060076]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; synaptic vesicle membrane [GO:0030672]
Q9H7X0	reviewed	NAA60 HAT4 NAT15 UNQ2771/PRO7155	UP000005640: Chromosome 16	Golgi membrane [GO:0000139]
Q9H7X3	reviewed	ZNF696	UP000005640: Chromosome 8	nucleus [GO:0005634]
Q9H7Z3	reviewed	NRDE2 C14orf102	UP000005640: Chromosome 14	nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H7Z6	reviewed	KAT8 MOF MYST1 PP7073	UP000005640: Chromosome 16	chromatin [GO:0000785]; chromosome [GO:0005694]; histone acetyltransferase complex [GO:0000123]; kinetochore [GO:0000776]; mitochondrion [GO:0005739]; MLL1 complex [GO:0071339]; MSL complex [GO:0072487]; NSL complex [GO:0044545]; NuA4 histone acetyltransferase complex [GO:0035267]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H7Z7	reviewed	PTGES2 C9orf15 PGES2	UP000005640: Chromosome 9	azurophil granule lumen [GO:0035578]; cytosol [GO:0005829]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
Q9H808	reviewed	TLE6	UP000005640: Chromosome 19	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; subcortical maternal complex [GO:0106333]; transcription regulator complex [GO:0005667]
Q9H813	reviewed	PACC1 C1orf75 TMEM206	UP000005640: Chromosome 1	cell surface [GO:0009986]; chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
Q9H814	reviewed	PHAX RNUXA	UP000005640: Chromosome 5	Cajal body [GO:0015030]; cytosol [GO:0005829]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]
Q9H816	reviewed	DCLRE1B SNM1B	UP000005640: Chromosome 1	centrosome [GO:0005813]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]
Q9H825	reviewed	METTL8	UP000005640: Chromosome 2	mitochondrion [GO:0005739]
Q9H832	reviewed	UBE2Z HOYS7	UP000005640: Chromosome 17	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H840	reviewed	GEMIN7	UP000005640: Chromosome 19	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Gemini of coiled bodies [GO:0097504]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; Sm-like protein family complex [GO:0120114]; SMN complex [GO:0032797]; SMN-Sm protein complex [GO:0034719]
Q9H845	reviewed	ACAD9	UP000005640: Chromosome 3	dendrite [GO:0030425]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9H867	reviewed	VCPKMT C14orf138 METTL21D	UP000005640: Chromosome 14	cytoplasm [GO:0005737]; cytosol [GO:0005829]; protein-containing complex [GO:0032991]
Q9H869	reviewed	YY1AP1 HCCA2 YY1AP	UP000005640: Chromosome 1	cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H871	reviewed	RMND5A	UP000005640: Chromosome 2	cytoplasm [GO:0005737]; GID complex [GO:0034657]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9H875	reviewed	PRKRIP1	UP000005640: Chromosome 7	extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]
Q9H892	reviewed	TTC12	UP000005640: Chromosome 11	centrosome [GO:0005813]; cytoplasm [GO:0005737]
Q9H8E8	reviewed	KAT14 CSRP2BP	UP000005640: Chromosome 20	ATAC complex [GO:0140672]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H8H2	reviewed	DDX31	UP000005640: Chromosome 9	Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleus [GO:0005634]
Q9H8H3	reviewed	TMT1A METTL7A PRO0066 UNQ1902/PRO4348	UP000005640: Chromosome 12	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; lipid droplet [GO:0005811]; membrane [GO:0016020]; tertiary granule lumen [GO:1904724]
Q9H8K7	reviewed	PAAT C10orf88	UP000005640: Chromosome 10	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
Q9H8L6	reviewed	MMRN2 EMILIN3	UP000005640: Chromosome 10	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; multimerin complex [GO:1990972]
Q9H8M2	reviewed	BRD9 UNQ3040/PRO9856	UP000005640: Chromosome 5	chromatin [GO:0000785]; GBAF complex [GO:0140288]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SWI/SNF complex [GO:0016514]
Q9H8M5	reviewed	CNNM2 ACDP2	UP000005640: Chromosome 10	basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]
Q9H8M7	reviewed	MINDY3 C10orf97 CARP DERP5 FAM188A MSTP126 My042	UP000005640: Chromosome 10	nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]
Q9H8M9	reviewed	EVA1A FAM176A TMEM166 SP24	UP000005640: Chromosome 2	endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]
Q9H8N7	reviewed	ZNF395 HDBP2 PBF	UP000005640: Chromosome 8	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H8P0	reviewed	SRD5A3 SRD5A2L	UP000005640: Chromosome 4	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]
Q9H8S9	reviewed	MOB1A C2orf6 MOB4B MOBK1B MOBKL1B	UP000005640: Chromosome 2	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]
Q9H8T0	reviewed	AKTIP FTS	UP000005640: Chromosome 16	FHF complex [GO:0070695]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9H8V3	reviewed	ECT2	UP000005640: Chromosome 3	bicellular tight junction [GO:0005923]; cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; centralspindlin complex [GO:0097149]; centrosome [GO:0005813]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H8W4	reviewed	PLEKHF2 ZFYVE18	UP000005640: Chromosome 8	early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; transport vesicle [GO:0030133]
Q9H8W5	reviewed	TRIM45 RNF99	UP000005640: Chromosome 1	cytoplasm [GO:0005737]; cytosol [GO:0005829]; intercellular bridge [GO:0045171]; nucleoplasm [GO:0005654]
Q9H8X2	reviewed	IPPK C9orf12	UP000005640: Chromosome 9	cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9H8X9	reviewed	ZDHHC11 ZNF399	UP000005640: Chromosome 5	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]
Q9H8Y5	reviewed	ANKZF1 ZNF744	UP000005640: Chromosome 2	cytoplasm [GO:0005737]; membrane [GO:0016020]
Q9H8Y8	reviewed	GORASP2 GOLPH6	UP000005640: Chromosome 2	cis-Golgi network [GO:0005801]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]
